Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,0,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541.0,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
24,0,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,Female,42,3,2,Sales Executive,3,Married,4162.0,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3
59,0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,81,1,Female,99,3,3,Sales Executive,1,Single,7637.0,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9
36,0,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single,4678.0,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1
41,0,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,Male,57,2,2,Sales Executive,2,Divorced,8938.0,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
38,0,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,1940,2,Male,71,3,1,Research Scientist,4,Divorced,4771.0,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3
33,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,2500.0,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657.0,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
31,0,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,2329.0,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
42,0,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781.0,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0
28,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,3201.0,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
26,0,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578.0,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7
38,0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592.0,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
20,0,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728.0,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
34,0,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621.0,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
35,0,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388.0,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
38,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735.0,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
45,0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210.0,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11
35,0,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762.0,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
33,0,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368.0,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
59,0,Travel_Rarely,1324,Research & Development,3,3,Medical,1,10,3,Female,81,4,1,Laboratory Technician,1,Married,2670.0,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0
26,0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,2933.0,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0
40,0,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,3,Male,52,2,1,Research Scientist,3,Single,2809.0,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
43,0,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,56,2,3,Sales Executive,4,Single,10231.0,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
57,0,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,1483,2,Male,93,4,2,Research Scientist,3,Married,4900.0,2721,0,Y,No,24,4,1,80,1,13,2,2,12,9,2,8
43,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,17603.0,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
30,0,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,Divorced,2064.0,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
37,0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993.0,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
53,0,Travel_Rarely,447,Research & Development,2,3,Medical,1,1472,4,Male,39,4,4,Research Director,2,Single,16598.0,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8
41,0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,4,Female,75,3,2,Research Scientist,4,Divorced,5467.0,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3
39,0,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,4,Male,38,4,3,Sales Executive,3,Married,8237.0,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6
38,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823.0,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
49,0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964.0,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648.0,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,Male,66,3,3,Manager,4,Married,11904.0,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4
44,0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033.0,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
30,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204.0,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
27,0,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Married,5769.0,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4
41,0,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447.0,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,2235.0,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8
38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317.0,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2
39,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,32,3,2,Manufacturing Director,3,Single,4534.0,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7
42,0,Travel_Rarely,419,Sales,12,4,Marketing,1,1943,2,Male,77,3,2,Sales Executive,4,Divorced,5087.0,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0
33,0,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028.0,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
41,0,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447.0,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
32,0,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025.0,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7
34,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,100,2,1,Research Scientist,4,Single,2553.0,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3
51,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,84,3,4,Manager,2,Divorced,14026.0,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
34,0,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,1882,3,Male,64,3,3,Sales Executive,4,Married,9713.0,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0
27,0,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,1931,2,Male,41,3,1,Research Scientist,2,Married,2226.0,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2
28,0,Travel_Rarely,821,Sales,5,4,Medical,1,916,1,Male,98,3,2,Sales Executive,4,Single,4908.0,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2
27,0,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342.0,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1
39,0,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1525,2,Female,32,3,3,Manufacturing Director,2,Single,8376.0,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2
36,0,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406.0,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
34,0,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343.0,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
36,0,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519.0,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
30,0,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916.0,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8
31,0,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,Female,96,4,1,Human Resources,2,Single,2109.0,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
31,0,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789.0,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
27,0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379.0,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2
34,0,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,2311.0,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
31,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476.0,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
27,0,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,3540.0,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
42,0,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155.0,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
38,0,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405.0,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3
33,0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143.0,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
26,0,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
54,0,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,Female,30,4,4,Manager,4,Single,17328.0,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4
49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211.0,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
60,0,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883.0,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
41,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,Male,73,2,5,Manager,4,Divorced,19141.0,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
26,0,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,2966.0,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
40,0,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,3,Male,38,3,4,Manager,4,Single,16437.0,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7
51,0,Travel_Rarely,833,Research & Development,1,3,Life Sciences,1,353,3,Male,96,3,1,Research Scientist,4,Married,2723.0,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,0
32,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309.0,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7
54,0,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,10725.0,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,19197.0,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6
53,0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,901,4,Female,72,3,4,Research Director,4,Single,14275.0,20206,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097.0,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
44,0,Travel_Rarely,477,Research & Development,7,4,Medical,1,36,1,Female,42,2,3,Healthcare Representative,4,Married,10248.0,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17
25,0,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,1,Male,65,4,1,Research Scientist,1,Single,3424.0,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1
45,0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906.0,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
51,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,84,3,4,Manager,2,Divorced,14026.0,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
44,0,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,2436.0,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
26,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875.0,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2
37,0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680.0,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
28,0,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154.0,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2
44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879.0,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
35,0,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221.0,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6
40,0,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833.0,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
31,0,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852.0,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
43,0,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258.0,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
36,0,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674.0,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8
24,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694.0,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0
44,0,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,4,Male,32,3,4,Research Director,1,Married,16328.0,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17
34,0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547.0,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
56,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,1,Female,90,3,1,Research Scientist,1,Married,2066.0,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0
28,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755.0,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724.0,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
41,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766.0,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
22,0,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,2007,4,Male,63,3,1,Research Scientist,3,Single,3375.0,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
37,0,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189.0,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3
40,0,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,57,1,2,Sales Executive,4,Married,7457.0,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2
24,0,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,2400.0,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
34,0,Travel_Rarely,1346,Research & Development,19,2,Medical,1,18,2,Male,93,3,1,Laboratory Technician,4,Divorced,2661.0,8758,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2
50,0,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,3,Male,64,3,4,Research Director,3,Married,17639.0,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3
29,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623.0,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
30,0,Travel_Frequently,721,Research & Development,1,2,Medical,1,57,3,Female,58,3,2,Laboratory Technician,4,Single,4011.0,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7
44,0,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541.0,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
36,0,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,5647.0,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2
50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,18172.0,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7
28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867.0,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
47,0,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,4,Female,83,3,2,Sales Executive,4,Single,4163.0,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
45,0,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770.0,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502.0,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
34,0,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579.0,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6
30,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347.0,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7
48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240.0,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
40,0,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,3,Male,52,2,1,Research Scientist,3,Single,2809.0,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
32,0,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,36,3,2,Sales Executive,2,Married,4078.0,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2
43,0,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,5675.0,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
43,0,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,16627.0,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
46,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379.0,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
29,0,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
23,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,1223.0,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
43,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820.0,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
50,0,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married,3875.0,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
29,0,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,3,Male,91,4,1,Research Scientist,3,Married,2451.0,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0
29,0,Travel_Frequently,1413,Sales,1,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,7918.0,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
42,0,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60,3,3,Research Director,1,Married,13191.0,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
35,0,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,44,2,2,Manufacturing Director,2,Married,4788.0,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
27,0,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,2580.0,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
26,0,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
34,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505.0,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
34,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756.0,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
41,0,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,Male,57,2,2,Sales Executive,2,Divorced,8938.0,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
37,0,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022.0,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
